0,2.94001,0,0.14331,0.604811,-0.933892,0.137799,-0.0395169,1.82144,19.406,-242.082,-4.09366,
0.219919,-0.219919,-1.55959,-0.182467,-0.71636,0.129797,-0.991494,-0.298622,-0.143878,-8.43526,126.744,6.77664,
-0,-0.718492,-0,-0.269322,-0.493885,-0.729781,1.13261,-1.16201,-0.601903,-534.361,269.017,31.4169,
-0.540764,-0.540764,1.50231,0.978725,-0.568936,-0.107953,-0.73707,0.381146,1.52602,232.289,-233.415,9.26912,
-2.67225,-1.63628e-16,1.65187,0.889506,-0.0786053,0.880326,-0.71376,-1.02871,0.0685813,346.639,-13.8239,-5.24053,
1.52518,-1.68176e-16,2.74653,-0.699212,0.340197,-0.312365,0.166841,0.593001,1.31695,83.3285,-135.927,8.66399,
0.218885,1.919e-16,-3.13396,-0.699377,-0.428115,0.667364,0.78255,2.02218,0.724658,-59.7984,-59.7984,-1.66249,
-0.923124,1.57415,1.57415,-0.996685,0.712385,-0.941289,-0.489798,-0.269056,0.304692,323.736,-227.728,-25.5324,
0.61848,0.61848,1.48085,0.676203,0.948505,-0.481972,-0.99389,-1.96727,1.25219,344.244,-471.578,54.5416,
1.06715,-1.40781,1.40781,-0.243268,-0.598711,-0.534785,-0.255615,-0.793039,1.44475,127.81,-396.519,-25.2468,
-0.728562,-4.46115e-17,3.05595,0.662512,0.838472,0.203275,0.895346,0.502752,-0.036732,-126.936,48.9563,22.6565,
1.70754,1.70754,0.787835,-0.852978,-0.00273887,-0.0322543,-0.197061,-0.00890941,0.963035,97.9963,-289.212,36.4009,
1.9948,1.9948,0.416354,-0.455114,0.89424,-0.5114,1.81305,-0.599256,-1.49165,-238.87,368.522,19.5199,
-0,-0.242304,-0,0.564949,-0.899213,0.92011,0.565496,1.90841,-1.45163,-46.5839,98.739,8.55002,
-2.04722,2.04722,-0.33269,-0.0635814,-0.612733,-0.196891,1.72261,-0.852571,-0.486222,-403.57,185.202,-8.17665,
2.1772,-2.1772,-0.0941688,0.596901,0.109555,-0.706657,-1.57196,0.618397,-1.0148,217.007,217.007,26.1829,
0,0.54416,0,-0.349475,0.37033,0.127967,1.48748,0.828365,1.89815,-3.87983,-3.87983,0.663887,
1.49703,-1.49703,-0.993026,-0.206689,0.170515,-0.159897,1.2064,-0.578273,0.76309,-289.135,-151.327,1.23365,
-1.73615,-1.06309e-16,2.61828,-0.0513597,0.797278,-0.141517,-0.960323,-0.935146,-1.99984,263.488,467.566,34.7779,
-2.13347,2.13347,-0.180118,-0.498691,0.504812,0.367819,-0.127572,-0.678025,-1.16499,123.573,305.085,-24.2439,
0,0.642502,0,-0.515044,-0.3402,0.263685,-0.496925,1.16065,1.0754,-15.0911,-15.0911,2.41638,
-1.34017,1.34017,-1.11891,0.740752,-0.17437,-0.636038,0.217774,0.804196,-0.596127,165.383,151.771,-16.6154,
-0,-2.19133,-0,-0.485627,0.0670583,-0.951415,-0.871307,-0.423198,1.73939,341.146,-341.146,20.6604,
1.41067,1.71883e-16,-2.80706,-0.913684,-0.278962,-0.511954,-0.81274,1.83763,-0.463414,64.6421,-80.1535,7.39587,
1.63098,-1.63098,-0.86784,0.758681,-0.844925,-0.656827,1.40774,-0.4309,1.82629,-171.42,-473.627,32.9285,
2.16608,1.39332e-16,-2.27546,-0.625842,-0.534104,-0.691244,0.534563,2.61591,-0.0576909,-0.743907,-0.743907,-0.148601,
-2.20587,-1.35071e-16,2.23691,0.382221,-0.0130308,0.992118,1.07076,2.12751,1.09038,-52.0561,-52.0561,10.4102,
3.01912,-5.31875e-17,0.868617,-0.698548,-0.49843,0.884213,1.93586,0.0826101,1.60433,-317.333,-263.384,-4.4184,
-0,-0.0178864,-0,-0.687769,0.667884,-0.877518,-0.892933,3.09717,0.341251,3.42121,3.42121,-0.684132,
-0,-0.842555,-0,0.72255,-0.101384,0.0372577,0.3796,-0.370881,1.01636,-0.768935,-208.381,-1.79203,
1.00512,-1.48304,1.48304,-0.158209,0.98789,-0.531369,-1.44941,-2.04094,-1.23196,607.731,569.312,-22.9205,
0,2.65528,0,-0.134353,-0.0688876,0.206118,0.46361,-0.645905,1.88891,-231.803,-322.948,4.5924,
-0,-0.624604,-0,0.847779,0.628198,0.117814,0.195392,-0.356514,-1.83518,-166.744,274.958,-27.0524,
2.11367,-2.11367,-0.216984,-0.683461,-0.925303,0.437081,0.0428172,-2.4186,-1.76581,-33.3034,825.547,-46.6292,
-1.30444,-1.04715,-1.04715,0.580189,-0.759569,-0.0770809,1.00149,0.122996,-1.97037,65.1617,208.652,-29.5943,
0,3.10592,0,0.89005,-0.923162,0.415652,-0.277739,0.236535,-0.39208,231.187,159.849,46.2079,
